order_id,user_id,session_id,product_id,quantity,unit_price,discount_pct,revenue,order_timestamp,order_bucket
98,74,613,83,3,3769,20,9045.6,2025-03-18 03:28:46,5K-10K
99,74,614,351,2,2453,10,4415.4,2025-03-15 01:57:20,1K-5K
100,76,621,128,3,750,20,1800.0,2025-04-22 02:48:29,1K-5K
101,77,624,353,2,6296,5,11962.4,2025-03-17 15:46:59,10K-50K
102,77,626,127,2,1426,10,2566.8,2025-02-25 05:41:39,1K-5K
103,77,628,84,1,7376,15,6269.6,2025-01-25 21:37:44,5K-10K
104,78,636,397,1,5434,15,4618.9,2025-06-26 18:49:59,1K-5K
105,79,639,142,1,2434,20,1947.2,2025-04-15 13:20:22,1K-5K
106,79,641,33,2,3084,20,4934.4,2025-03-24 01:00:31,1K-5K
107,81,651,152,3,1886,10,5092.2,2025-04-30 09:23:07,5K-10K
108,81,653,169,1,1857,0,1857.0,2025-05-04 09:28:28,1K-5K
109,81,654,249,2,1437,0,2874.0,2025-06-02 20:30:36,1K-5K
110,81,662,174,1,86678,15,73676.3,2025-05-07 12:28:39,50K+
111,81,667,481,2,132,15,224.4,2025-04-11 01:54:15,0-1K
112,83,683,208,2,425,5,807.5,2025-03-03 21:11:02,0-1K
113,84,690,73,1,571,15,485.35,2025-04-01 03:15:54,0-1K
114,84,691,489,3,449,15,1144.95,2025-03-26 16:40:10,1K-5K
115,85,696,497,1,4646,0,4646.0,2025-06-15 13:08:40,1K-5K
116,85,699,369,1,1901,20,1520.8,2025-06-24 21:06:03,1K-5K
117,85,700,101,1,1096,5,1041.2,2025-06-24 03:24:16,1K-5K
118,85,703,229,1,4070,10,3663.0,2025-05-21 15:21:28,1K-5K
119,87,714,114,2,4346,5,8257.4,2025-02-15 19:38:58,5K-10K
120,89,745,164,1,28405,0,28405.0,2025-02-23 05:13:56,10K-50K
121,89,746,29,1,869,0,869.0,2025-06-09 20:31:13,0-1K
122,89,748,339,2,2672,5,5076.8,2025-03-22 04:39:03,5K-10K
123,89,751,316,1,223,20,178.4,2025-01-20 12:00:31,0-1K
124,90,752,180,3,3605,5,10274.25,2025-05-16 15:20:39,10K-50K
125,90,754,365,3,290,10,783.0,2025-04-27 22:09:18,0-1K
126,90,756,96,2,2051,5,3896.9,2025-03-30 00:26:58,1K-5K
127,91,760,171,1,4559,10,4103.1,2025-03-16 20:29:06,1K-5K
128,91,761,263,3,251,5,715.35,2025-01-22 12:39:23,0-1K
129,91,763,182,1,716,20,572.8,2025-05-30 01:26:12,0-1K
130,91,764,14,1,3240,20,2592.0,2025-05-29 04:44:26,1K-5K
131,92,777,26,1,2999,10,2699.1,2025-01-10 16:07:07,1K-5K
132,92,780,456,1,35775,15,30408.75,2025-03-17 05:42:09,10K-50K
133,93,797,258,3,2970,20,7128.0,2025-01-03 00:13:35,5K-10K
134,93,803,352,3,16542,0,49626.0,2025-01-19 12:09:01,10K-50K
135,94,806,11,3,3287,20,7888.8,2025-03-10 19:15:47,5K-10K
136,94,808,345,3,1400,20,3360.0,2025-04-27 04:05:47,1K-5K
137,94,809,265,3,5506,5,15692.1,2025-06-07 06:18:39,10K-50K
138,94,811,149,3,416,10,1123.2,2025-03-18 15:33:12,1K-5K
139,96,824,192,3,2340,20,5616.0,2025-04-11 09:23:13,5K-10K
140,96,827,79,2,1269,15,2157.3,2025-05-29 07:04:26,1K-5K
141,98,831,467,3,11564,5,32957.4,2025-03-16 01:20:39,10K-50K
142,100,835,174,3,86678,5,247032.3,2025-05-18 16:26:36,50K+
143,100,836,471,2,914,10,1645.2,2025-03-30 21:23:36,1K-5K
144,102,841,195,3,1032,10,2786.4,2025-06-09 17:34:40,1K-5K
145,103,852,236,2,89246,10,160642.8,2025-03-18 22:50:02,50K+
146,105,859,288,2,4649,15,7903.3,2025-04-21 12:35:55,5K-10K
147,105,862,199,1,222,20,177.6,2025-03-19 12:13:59,0-1K
148,106,872,362,1,87578,0,87578.0,2025-01-26 11:55:05,50K+
149,106,873,447,2,1407,5,2673.3,2025-01-19 16:03:07,1K-5K
150,107,880,53,2,4016,20,6425.6,2025-03-26 07:11:44,5K-10K
151,108,887,41,2,3571,20,5713.6,2025-01-16 09:08:27,5K-10K
152,108,892,454,1,10943,10,9848.7,2025-04-21 09:42:31,5K-10K
153,108,899,5,2,9165,20,14664.0,2025-03-31 21:17:31,10K-50K
154,109,902,394,1,12349,5,11731.55,2025-03-20 09:31:23,10K-50K
155,109,907,22,2,18238,5,34652.2,2025-02-10 23:46:12,10K-50K
156,109,908,51,2,1412,20,2259.2,2025-05-26 01:34:27,1K-5K
157,109,909,421,3,3440,5,9804.0,2025-02-20 08:39:57,5K-10K
158,109,922,208,2,425,20,680.0,2025-05-16 03:52:23,0-1K
159,109,934,297,1,305,20,244.0,2025-04-21 13:51:04,0-1K
160,110,949,242,3,7139,20,17133.6,2025-05-06 11:34:36,10K-50K
161,112,958,87,3,49473,10,133577.1,2025-01-26 11:22:01,50K+
162,113,963,94,1,291,0,291.0,2025-06-05 07:14:41,0-1K
163,113,966,4,2,2433,0,4866.0,2025-01-17 17:48:31,1K-5K
164,113,973,393,3,39737,5,113250.45,2025-02-20 15:33:38,50K+
165,116,984,458,2,5792,0,11584.0,2025-01-30 08:40:51,10K-50K
166,116,992,321,2,3846,0,7692.0,2025-02-02 10:35:38,5K-10K
167,116,993,429,1,2988,0,2988.0,2025-06-19 02:37:42,1K-5K
168,118,1013,207,1,1947,15,1654.95,2025-06-15 12:35:53,1K-5K
169,119,1017,229,3,4070,20,9768.0,2025-03-19 02:13:14,5K-10K
170,121,1022,402,3,63153,20,151567.2,2025-04-22 13:44:11,50K+
171,123,1033,101,1,1096,0,1096.0,2025-06-22 08:32:09,1K-5K
172,123,1037,474,1,1300,5,1235.0,2025-05-06 23:31:34,1K-5K
173,123,1040,242,1,7139,20,5711.2,2025-03-17 12:51:36,5K-10K
174,123,1052,38,3,5040,5,14364.0,2025-03-20 03:38:18,10K-50K
175,123,1055,86,2,603,15,1025.1,2025-04-23 22:33:10,1K-5K
176,123,1056,453,3,7689,5,21913.65,2025-06-23 16:03:42,10K-50K
177,123,1059,234,1,906,20,724.8,2025-02-28 02:28:15,0-1K
178,123,1062,47,3,5181,10,13988.7,2025-05-19 17:13:00,10K-50K
179,124,1066,101,3,1096,0,3288.0,2025-03-12 03:46:34,1K-5K
180,125,1068,239,2,6363,5,12089.7,2025-06-10 20:54:56,10K-50K
181,125,1070,42,2,3266,0,6532.0,2025-03-16 15:19:57,5K-10K
182,126,1072,433,2,47823,0,95646.0,2025-06-01 05:41:55,50K+
183,127,1077,127,3,1426,15,3636.3,2025-03-22 23:05:08,1K-5K
184,127,1078,425,3,1372,5,3910.2,2025-01-29 00:51:09,1K-5K
185,127,1083,381,3,1032,20,2476.8,2025-03-30 10:37:25,1K-5K
186,128,1087,164,3,28405,15,72432.75,2025-03-21 08:25:31,50K+
187,128,1090,43,1,286,5,271.7,2025-03-14 17:13:55,0-1K
188,128,1091,237,1,7401,5,7030.95,2025-04-05 08:44:05,5K-10K
189,129,1102,35,1,2241,5,2128.95,2025-04-28 14:54:51,1K-5K
190,129,1113,413,1,5762,15,4897.7,2025-06-18 03:45:38,1K-5K
191,130,1114,212,3,2259,10,6099.3,2025-01-05 19:42:56,5K-10K
192,131,1123,264,2,1164,10,2095.2,2025-03-20 17:18:29,1K-5K
193,131,1136,437,1,5210,15,4428.5,2025-01-28 23:24:15,1K-5K
194,131,1142,487,1,1359,0,1359.0,2025-06-10 17:40:55,1K-5K
195,131,1144,179,1,3085,20,2468.0,2025-05-27 01:20:29,1K-5K
196,132,1147,308,3,69454,20,166689.6,2025-01-23 08:24:58,50K+
197,132,1149,176,1,71469,20,57175.2,2025-03-21 01:15:07,50K+
198,132,1152,287,1,1711,5,1625.45,2025-04-24 19:52:20,1K-5K
199,133,1153,246,3,9067,10,24480.9,2025-02-17 20:02:58,10K-50K
200,133,1160,342,1,458,15,389.3,2025-04-15 09:17:08,0-1K
201,133,1162,117,3,4245,10,11461.5,2025-01-09 02:53:26,10K-50K
202,134,1164,397,3,5434,0,16302.0,2025-01-01 02:41:09,10K-50K
203,134,1167,91,1,7463,5,7089.85,2025-06-13 14:07:59,5K-10K
204,134,1172,89,2,1648,15,2801.6,2025-06-11 06:33:14,1K-5K
205,134,1173,39,3,2407,20,5776.8,2025-03-19 09:04:24,5K-10K
206,134,1175,250,1,1052,20,841.6,2025-03-03 19:31:33,0-1K
207,134,1178,345,3,1400,20,3360.0,2025-02-23 00:26:05,1K-5K
208,134,1179,434,2,919,5,1746.1,2025-03-04 11:03:07,1K-5K
209,135,1183,23,2,4014,15,6823.8,2025-03-18 01:03:53,5K-10K
210,135,1185,101,1,1096,15,931.6,2025-05-16 06:01:12,0-1K
211,136,1187,211,3,2335,20,5604.0,2025-01-16 18:18:54,5K-10K
212,136,1196,125,1,14223,10,12800.7,2025-03-17 06:36:09,10K-50K
213,137,1199,259,1,695,5,660.25,2025-03-11 11:39:37,0-1K
214,137,1205,143,1,81350,10,73215.0,2025-06-25 15:26:04,50K+
215,137,1206,292,1,4777,5,4538.15,2025-04-28 16:27:40,1K-5K
216,137,1212,236,2,89246,5,169567.4,2025-05-24 11:15:46,50K+
217,137,1216,37,1,785,5,745.75,2025-04-21 16:04:47,0-1K
218,137,1221,168,3,336,0,1008.0,2025-04-30 07:44:11,1K-5K
219,137,1229,453,2,7689,5,14609.1,2025-05-28 09:24:25,10K-50K
220,137,1234,312,1,1366,5,1297.7,2025-03-19 00:55:02,1K-5K
221,138,1238,310,1,1197,5,1137.15,2025-01-13 04:59:26,1K-5K
222,138,1243,484,1,67422,15,57308.7,2025-03-16 11:00:37,50K+
223,138,1244,17,2,15328,5,29123.2,2025-04-11 22:00:56,10K-50K
224,138,1251,239,3,6363,0,19089.0,2025-03-16 02:06:52,10K-50K
225,138,1253,420,2,1173,5,2228.7,2025-03-25 20:39:18,1K-5K
226,138,1255,282,3,1075,10,2902.5,2025-03-16 01:50:03,1K-5K
227,139,1262,93,3,90477,0,271431.0,2025-01-20 16:06:53,50K+
228,139,1277,478,1,2801,15,2380.85,2025-04-16 02:02:00,1K-5K
229,139,1278,368,2,2284,15,3882.8,2025-01-29 15:03:18,1K-5K
230,141,1282,206,3,6976,20,16742.4,2025-05-12 17:15:21,10K-50K
231,141,1286,344,3,1786,20,4286.4,2025-05-05 09:17:21,1K-5K
232,141,1291,248,1,588,10,529.2,2025-04-20 22:19:52,0-1K
233,141,1292,236,2,89246,0,178492.0,2025-04-30 15:23:26,50K+
234,142,1296,269,1,1090,15,926.5,2025-03-16 00:49:16,0-1K
235,142,1298,443,2,6824,0,13648.0,2025-02-16 10:02:32,10K-50K
236,143,1299,114,2,4346,10,7822.8,2025-05-30 04:53:49,5K-10K
237,143,1301,30,2,2511,0,5022.0,2025-03-14 23:58:24,5K-10K
238,143,1304,481,1,132,20,105.6,2025-01-15 07:45:48,0-1K
239,144,1306,119,2,4912,20,7859.2,2025-03-17 14:19:07,5K-10K
240,146,1320,233,1,5397,0,5397.0,2025-05-02 00:27:19,5K-10K
241,146,1324,438,2,6415,10,11547.0,2025-03-14 16:16:28,10K-50K
242,147,1337,51,2,1412,0,2824.0,2025-03-17 08:53:25,1K-5K
243,147,1339,404,2,12355,10,22239.0,2025-03-14 16:19:46,10K-50K
244,148,1340,267,1,6311,5,5995.45,2025-04-01 03:42:28,5K-10K
245,149,1382,54,2,70612,5,134162.8,2025-06-18 01:27:52,50K+
246,150,1386,188,2,1690,0,3380.0,2025-04-18 07:29:10,1K-5K
247,150,1388,244,3,413,15,1053.15,2025-03-08 03:40:46,1K-5K
248,151,1400,300,1,40954,20,32763.2,2025-04-24 23:29:55,10K-50K
249,152,1419,192,1,2340,5,2223.0,2025-03-17 22:48:24,1K-5K
250,154,1441,2,3,1203,20,2887.2,2025-03-22 14:23:30,1K-5K
251,154,1446,397,1,5434,10,4890.6,2025-03-18 10:10:43,1K-5K
252,155,1448,386,2,6791,10,12223.8,2025-06-19 01:10:23,10K-50K
253,155,1453,211,3,2335,5,6654.75,2025-06-26 11:08:39,5K-10K
254,155,1456,69,3,1729,20,4149.6,2025-03-15 17:00:04,1K-5K
255,158,1467,200,2,33683,0,67366.0,2025-03-19 21:22:09,50K+
256,158,1468,387,1,2228,5,2116.6,2025-01-28 05:47:14,1K-5K
257,158,1479,6,3,33657,0,100971.0,2025-05-16 07:09:30,50K+
258,158,1481,162,3,1491,15,3802.05,2025-06-24 04:30:54,1K-5K
259,158,1484,19,1,1282,5,1217.9,2025-05-29 23:07:58,1K-5K
260,158,1496,155,3,1766,5,5033.1,2025-03-18 17:15:17,5K-10K
261,159,1499,20,2,875,20,1400.0,2025-02-03 17:16:50,1K-5K
262,159,1501,180,2,3605,10,6489.0,2025-02-12 17:51:26,5K-10K
263,159,1502,431,3,1546,5,4406.1,2025-03-17 20:44:07,1K-5K
264,160,1504,169,2,1857,5,3528.3,2025-01-20 18:36:02,1K-5K
265,162,1518,170,3,12612,5,35944.2,2025-02-15 03:17:07,10K-50K
266,162,1524,465,3,2234,20,5361.6,2025-03-18 09:21:18,5K-10K
267,162,1527,207,2,1947,0,3894.0,2025-01-27 01:53:28,1K-5K
268,164,1540,395,1,957,20,765.6,2025-03-27 21:39:42,0-1K
269,164,1541,61,2,79364,20,126982.4,2025-01-13 13:15:20,50K+
270,164,1543,495,3,11372,15,28998.6,2025-01-11 02:56:37,10K-50K
271,167,1557,305,1,3091,20,2472.8,2025-02-02 13:59:54,1K-5K
272,167,1561,81,1,1859,0,1859.0,2025-06-04 02:22:37,1K-5K
273,167,1563,155,2,1766,5,3355.4,2025-06-15 20:16:53,1K-5K
274,167,1564,102,1,2930,20,2344.0,2025-03-17 19:43:11,1K-5K
275,167,1565,186,2,3922,15,6667.4,2025-02-04 02:56:37,5K-10K
276,167,1575,287,1,1711,15,1454.35,2025-05-25 02:59:21,1K-5K
277,167,1580,298,1,2363,10,2126.7,2025-02-19 13:42:50,1K-5K
278,167,1581,97,3,1648,5,4696.8,2025-05-26 22:42:27,1K-5K
279,167,1583,315,2,725,15,1232.5,2025-05-04 07:20:10,1K-5K
280,167,1585,139,3,2459,15,6270.45,2025-03-18 13:55:53,5K-10K
281,167,1590,26,3,2999,5,8547.15,2025-05-13 06:06:33,5K-10K
282,168,1591,118,3,1152,20,2764.8,2025-03-16 19:45:51,1K-5K
283,168,1594,177,3,7691,10,20765.7,2025-05-18 02:38:57,10K-50K
284,169,1601,436,1,9221,10,8298.9,2025-06-20 04:23:24,5K-10K
285,169,1605,128,2,750,15,1275.0,2025-02-10 16:32:06,1K-5K
286,169,1611,334,1,95266,0,95266.0,2025-05-23 08:18:51,50K+
287,170,1619,20,2,875,5,1662.5,2025-05-02 06:09:08,1K-5K
288,171,1622,51,1,1412,15,1200.2,2025-03-16 15:38:09,1K-5K
289,171,1624,59,2,1216,10,2188.8,2025-03-15 21:45:04,1K-5K
290,171,1625,335,1,7594,5,7214.3,2025-01-19 19:24:01,5K-10K
291,171,1636,469,3,3001,15,7652.55,2025-06-06 13:36:54,5K-10K
292,172,1647,345,3,1400,15,3570.0,2025-05-04 01:43:48,1K-5K
293,172,1648,205,1,749,10,674.1,2025-01-09 21:19:30,0-1K
294,173,1655,50,3,2992,0,8976.0,2025-06-16 10:28:47,5K-10K
295,174,1659,391,2,6218,20,9948.8,2025-03-19 19:00:19,5K-10K
296,174,1661,193,1,700,5,665.0,2025-03-15 10:01:10,0-1K
297,174,1662,474,1,1300,10,1170.0,2025-06-19 20:55:58,1K-5K
298,174,1664,390,1,4608,15,3916.8,2025-01-23 11:12:24,1K-5K
299,175,1678,22,3,18238,20,43771.2,2025-03-15 05:05:55,10K-50K
300,175,1681,169,3,1857,0,5571.0,2025-06-02 10:50:00,5K-10K
301,175,1684,164,1,28405,0,28405.0,2025-01-23 11:15:23,10K-50K
302,175,1689,100,3,6284,5,17909.4,2025-03-15 19:56:16,10K-50K
303,175,1694,431,3,1546,20,3710.4,2025-03-12 21:13:27,1K-5K
304,175,1695,499,3,303,0,909.0,2025-06-04 16:22:07,0-1K
305,177,1702,250,3,1052,10,2840.4,2025-05-26 01:40:03,1K-5K
306,178,1714,419,2,1931,0,3862.0,2025-05-31 16:46:14,1K-5K
307,178,1717,158,1,4652,0,4652.0,2025-05-09 00:25:47,1K-5K
308,178,1721,445,2,5811,0,11622.0,2025-03-09 15:20:51,10K-50K
309,178,1734,178,1,12423,5,11801.85,2025-04-22 18:57:29,10K-50K
310,178,1738,381,3,1032,15,2631.6,2025-03-19 20:28:04,1K-5K
311,179,1740,102,1,2930,15,2490.5,2025-03-20 10:53:31,1K-5K
312,179,1741,78,3,1077,15,2746.35,2025-01-24 01:46:24,1K-5K
313,180,1752,411,1,1472,0,1472.0,2025-03-15 03:39:38,1K-5K
314,181,1772,318,2,2667,5,5067.3,2025-02-10 06:57:15,5K-10K
315,181,1773,266,3,1553,0,4659.0,2025-06-24 07:17:41,1K-5K
316,181,1776,105,1,70909,10,63818.1,2025-01-08 14:32:55,50K+
317,181,1777,380,3,13498,5,38469.3,2025-03-16 20:16:03,10K-50K
318,182,1780,42,3,3266,0,9798.0,2025-04-09 06:54:21,5K-10K
319,182,1781,89,1,1648,10,1483.2,2025-04-16 17:21:11,1K-5K
320,182,1786,15,1,5333,15,4533.05,2025-05-15 23:29:10,1K-5K
321,182,1793,397,3,5434,20,13041.6,2025-03-16 04:46:40,10K-50K
322,182,1795,30,1,2511,0,2511.0,2025-05-22 14:01:50,1K-5K
323,182,1796,382,3,12427,15,31688.85,2025-01-15 10:41:05,10K-50K
324,184,1803,113,1,1170,5,1111.5,2025-02-07 09:50:51,1K-5K
325,184,1809,325,1,491,15,417.35,2025-01-06 00:49:28,0-1K
326,184,1812,168,3,336,15,856.8,2025-01-13 19:29:04,0-1K
327,187,1831,327,1,2908,5,2762.6,2025-04-03 14:30:10,1K-5K
328,187,1837,247,2,666,5,1265.4,2025-05-18 05:58:37,1K-5K
329,187,1838,90,3,2581,5,7355.85,2025-03-27 05:50:12,5K-10K
330,188,1840,96,2,2051,10,3691.8,2025-02-25 16:48:42,1K-5K
331,188,1841,477,3,4925,0,14775.0,2025-03-25 01:40:48,10K-50K
332,188,1842,125,3,14223,20,34135.2,2025-05-20 12:26:06,10K-50K
333,192,1852,42,3,3266,20,7838.4,2025-03-24 08:02:01,5K-10K
334,192,1853,393,2,39737,0,79474.0,2025-05-22 21:52:44,50K+
335,192,1854,103,2,4941,0,9882.0,2025-03-18 16:50:54,5K-10K
336,192,1855,500,3,2881,15,7346.55,2025-05-16 12:26:34,5K-10K
337,192,1857,174,1,86678,20,69342.4,2025-01-02 10:06:45,50K+
338,193,1860,424,1,84482,10,76033.8,2025-05-24 12:04:31,50K+
339,193,1862,341,3,2707,0,8121.0,2025-06-20 22:44:51,5K-10K
340,195,1867,290,2,820,0,1640.0,2025-06-25 12:08:13,1K-5K
341,196,1876,467,2,11564,5,21971.6,2025-03-17 15:26:24,10K-50K
342,197,1880,257,3,1384,15,3529.2,2025-05-05 20:35:19,1K-5K
343,198,1887,62,1,68699,0,68699.0,2025-06-24 11:27:32,50K+
344,198,1894,323,2,567,15,963.9,2025-06-07 14:10:24,0-1K
345,199,1897,466,1,12234,15,10398.9,2025-03-10 16:39:05,10K-50K
346,199,1902,89,1,1648,15,1400.8,2025-03-18 23:28:41,1K-5K
347,199,1909,410,1,593,0,593.0,2025-04-08 10:58:45,0-1K
348,200,1912,159,1,57227,20,45781.6,2025-03-15 00:15:38,10K-50K
349,201,1919,250,1,1052,5,999.4,2025-05-29 21:19:43,0-1K
350,203,1929,293,1,46359,15,39405.15,2025-03-24 18:47:01,10K-50K
351,204,1931,454,2,10943,5,20791.7,2025-04-12 22:40:26,10K-50K
352,204,1935,262,3,9289,0,27867.0,2025-03-18 20:11:21,10K-50K
353,205,1941,172,1,1473,5,1399.35,2025-04-28 18:42:32,1K-5K
354,205,1948,241,3,5558,20,13339.2,2025-04-28 10:17:00,10K-50K
355,206,1966,414,2,42700,5,81130.0,2025-04-04 18:13:56,50K+
356,206,1967,389,3,305,10,823.5,2025-04-08 20:18:40,0-1K
357,206,1968,25,2,4432,0,8864.0,2025-02-02 10:04:59,5K-10K
