user_id,signup_date,user_type,device,traffic_source,country
107,2026-01-19,Casual,Android,Facebook,USA
108,2025-09-21,Regular,iOS,Google,Australia
109,2025-11-09,Power,iOS,Facebook,India
110,2025-09-24,Regular,Android,Google,UK
111,2025-07-30,Casual,iOS,Google,Canada
112,2025-10-15,Casual,Android,Google,India
113,2026-02-22,Regular,iOS,Facebook,UK
114,2026-03-20,Casual,Android,Facebook,Australia
115,2026-03-04,Casual,Android,Google,Canada
116,2025-09-29,Regular,iOS,Google,Australia
117,2026-04-19,Casual,iOS,Facebook,UK
118,2026-04-24,Regular,iOS,Google,India
119,2025-10-13,Casual,iOS,Google,USA
120,2025-12-30,Casual,Desktop,Facebook,Canada
121,2026-04-21,Casual,iOS,Facebook,Australia
122,2025-08-13,Casual,Desktop,Google,India
123,2026-01-23,Power,Desktop,Google,India
124,2025-08-13,Casual,Android,Google,USA
125,2026-01-06,Casual,iOS,Google,UK
126,2026-04-17,Casual,Desktop,Google,USA
127,2026-05-17,Regular,Android,Google,USA
128,2025-11-30,Regular,iOS,Email,UK
129,2026-05-30,Regular,Desktop,Google,UK
130,2025-12-06,Casual,iOS,Organic,UK
131,2025-09-22,Power,Android,Google,India
132,2026-03-17,Regular,Android,Email,India
133,2026-01-07,Regular,Android,Organic,Canada
134,2026-03-12,Regular,Android,Email,Canada
135,2025-09-13,Casual,Desktop,Google,USA
136,2026-05-16,Regular,Android,Google,USA
137,2025-08-03,Power,Android,Google,Canada
138,2025-10-30,Power,Desktop,Facebook,Australia
139,2026-01-08,Regular,Android,Google,USA
140,2026-02-05,Casual,iOS,Organic,Australia
141,2025-10-17,Regular,iOS,Google,Australia
142,2025-06-16,Casual,Android,Facebook,UK
143,2026-01-10,Casual,Desktop,Google,India
144,2025-12-07,Casual,Android,Organic,Canada
145,2026-03-18,Regular,Android,Google,India
146,2026-03-02,Regular,Android,Organic,Canada
147,2026-03-06,Regular,Android,Google,India
148,2025-08-15,Power,Android,Google,Canada
149,2025-06-30,Regular,Desktop,Email,India
150,2025-06-06,Regular,Android,Google,UK
151,2025-11-02,Regular,iOS,Facebook,Australia
152,2026-03-26,Power,Android,Facebook,Canada
153,2025-08-07,Casual,Android,Google,Australia
154,2025-07-26,Casual,Android,Organic,Canada
155,2026-04-27,Regular,iOS,Email,Canada
156,2026-01-01,Casual,Android,Email,UK
157,2025-10-14,Casual,Desktop,Google,India
158,2025-10-12,Power,Android,Email,Canada
159,2026-01-26,Casual,Desktop,Google,India
160,2026-04-03,Casual,Desktop,Facebook,UK
161,2025-11-10,Regular,iOS,Facebook,USA
162,2026-05-11,Regular,iOS,Email,Australia
163,2025-07-04,Casual,Android,Email,Canada
164,2025-08-24,Regular,Android,Organic,UK
165,2025-10-16,Casual,Android,Facebook,India
166,2026-03-19,Casual,iOS,Google,Canada
167,2026-05-14,Power,Desktop,Organic,India
168,2025-12-24,Casual,Android,Organic,USA
169,2026-03-27,Regular,Android,Email,Canada
170,2026-04-03,Regular,Desktop,Organic,Australia
171,2025-09-30,Regular,Android,Email,Canada
172,2025-07-08,Regular,Android,Google,Australia
173,2025-06-26,Casual,Desktop,Email,India
174,2026-05-23,Casual,iOS,Google,Canada
175,2026-03-12,Power,Desktop,Organic,UK
176,2025-09-05,Casual,Android,Google,UK
177,2026-05-03,Casual,Desktop,Organic,USA
178,2026-02-18,Power,Desktop,Facebook,UK
179,2026-03-26,Regular,Desktop,Organic,USA
180,2026-02-01,Casual,Android,Google,India
181,2026-04-11,Power,iOS,Google,Australia
182,2025-07-28,Regular,iOS,Google,India
183,2025-07-07,Casual,iOS,Facebook,Australia
184,2026-05-01,Regular,Android,Email,Australia
185,2025-10-29,Casual,iOS,Email,USA
186,2025-12-27,Casual,Android,Google,UK
187,2025-07-30,Regular,iOS,Organic,UK
188,2026-05-21,Casual,Android,Google,USA
189,2025-08-23,Casual,iOS,Google,USA
190,2026-03-08,Casual,Desktop,Google,India
191,2025-11-23,Casual,iOS,Google,USA
192,2026-02-11,Regular,Desktop,Email,UK
193,2025-10-13,Casual,Desktop,Facebook,USA
194,2026-03-13,Casual,Android,Email,USA
195,2025-06-04,Casual,Android,Organic,Australia
196,2026-04-23,Casual,Android,Google,USA
197,2025-11-26,Casual,Android,Google,India
198,2025-11-04,Regular,Android,Google,USA
199,2026-04-07,Regular,Android,Organic,Canada
200,2026-03-26,Casual,Android,Google,Canada
201,2025-08-24,Casual,Android,Google,Australia
202,2025-08-26,Casual,Android,Facebook,Australia
203,2026-05-17,Casual,Android,Facebook,Canada
204,2025-12-26,Regular,Android,Organic,Australia
205,2025-07-16,Regular,Android,Email,Australia
206,2025-06-04,Power,Android,Google,UK
207,2025-08-24,Regular,iOS,Google,UK
208,2026-01-29,Casual,Android,Facebook,USA
209,2025-10-06,Regular,Android,Facebook,Canada
210,2026-02-15,Regular,Android,Google,India
211,2025-09-02,Regular,Desktop,Facebook,Canada
212,2026-03-04,Casual,Android,Facebook,Canada
213,2025-08-14,Casual,Android,Google,UK
214,2025-10-09,Casual,Android,Google,UK
215,2026-06-01,Casual,Android,Google,Australia
216,2026-04-17,Regular,iOS,Organic,India
217,2026-05-12,Regular,Android,Google,UK
218,2025-08-17,Casual,iOS,Organic,Australia
219,2026-01-21,Casual,Android,Google,India
220,2025-10-09,Casual,iOS,Facebook,UK
221,2026-01-12,Casual,Desktop,Organic,Canada
222,2025-10-05,Casual,Android,Google,Canada
223,2026-04-09,Casual,Android,Google,India
224,2026-05-31,Casual,Android,Email,India
225,2026-05-02,Casual,Android,Facebook,UK
226,2026-02-07,Power,Android,Google,UK
227,2025-06-18,Power,Desktop,Organic,India
228,2026-01-17,Casual,Android,Organic,India
229,2026-03-11,Power,iOS,Facebook,Australia
230,2025-11-06,Casual,iOS,Google,Australia
231,2026-04-10,Casual,Android,Facebook,Australia
232,2026-04-25,Casual,Android,Organic,Canada
233,2025-09-06,Casual,iOS,Google,Canada
234,2026-03-31,Casual,Android,Google,Australia
235,2025-11-28,Casual,Android,Google,Australia
236,2026-03-12,Power,Android,Organic,India
237,2026-02-23,Casual,iOS,Organic,Canada
238,2025-08-25,Casual,Android,Facebook,Australia
239,2026-02-24,Casual,Desktop,Organic,USA
240,2025-06-03,Power,Android,Organic,UK
241,2026-03-02,Power,Android,Google,Australia
242,2025-10-24,Regular,iOS,Organic,Canada
243,2026-03-17,Casual,iOS,Google,Australia
244,2026-06-01,Casual,Android,Organic,USA
245,2025-07-02,Regular,Android,Google,India
246,2026-05-29,Regular,Android,Organic,Canada
247,2025-10-06,Casual,Android,Facebook,India
248,2026-02-18,Casual,iOS,Facebook,UK
249,2025-11-19,Casual,Desktop,Google,India
250,2026-01-13,Casual,Desktop,Organic,Australia
251,2026-02-18,Casual,Desktop,Organic,USA
252,2026-02-28,Casual,Android,Organic,India
253,2026-06-01,Regular,Android,Email,USA
254,2026-01-29,Regular,Android,Google,Canada
255,2026-02-23,Casual,iOS,Google,Canada
256,2026-04-22,Casual,iOS,Email,Australia
257,2025-06-08,Casual,Desktop,Google,Australia
258,2025-08-19,Regular,Android,Google,Australia
259,2026-03-25,Regular,Android,Google,USA
260,2026-02-04,Regular,iOS,Organic,UK
261,2025-12-07,Regular,Android,Google,UK
262,2026-05-31,Casual,Android,Email,UK
263,2025-12-05,Casual,Android,Facebook,Canada
264,2026-05-20,Power,Android,Facebook,Canada
265,2026-04-22,Casual,iOS,Google,UK
266,2025-10-02,Regular,Desktop,Facebook,Australia
267,2025-11-17,Regular,Desktop,Organic,India
268,2025-09-01,Casual,iOS,Organic,UK
269,2025-12-27,Casual,iOS,Email,India
270,2025-06-20,Power,Android,Google,UK
271,2026-05-26,Power,Desktop,Google,India
272,2025-06-15,Power,Desktop,Facebook,Australia
273,2025-09-19,Casual,Android,Google,Canada
274,2026-03-07,Casual,Desktop,Google,UK
275,2025-08-24,Casual,Android,Facebook,UK
276,2025-06-23,Power,Android,Google,Australia
277,2025-06-17,Regular,Android,Google,USA
278,2025-06-06,Casual,Android,Google,UK
279,2025-07-14,Casual,Android,Email,India
280,2026-01-03,Casual,iOS,Organic,Australia
281,2026-01-17,Casual,iOS,Google,USA
282,2026-05-18,Power,Android,Facebook,UK
283,2026-05-02,Casual,Desktop,Facebook,UK
284,2025-12-28,Casual,Android,Organic,Canada
285,2025-08-26,Casual,Desktop,Google,USA
286,2026-04-22,Casual,Android,Facebook,Australia
287,2026-04-04,Casual,Android,Organic,India
288,2025-09-02,Casual,Android,Facebook,UK
289,2025-08-09,Casual,iOS,Google,Australia
290,2026-01-27,Casual,Desktop,Email,Canada
291,2026-04-20,Casual,Android,Organic,UK
292,2026-02-24,Casual,Android,Google,USA
293,2025-11-12,Regular,iOS,Google,Australia
294,2025-11-15,Casual,Android,Organic,India
295,2026-02-05,Casual,Android,Organic,Canada
296,2026-02-02,Casual,iOS,Google,Australia
297,2025-07-28,Casual,Android,Organic,UK
298,2026-05-31,Regular,Desktop,Google,India
299,2026-05-26,Regular,Android,Google,UK
300,2026-05-11,Regular,Android,Google,UK
301,2026-01-03,Casual,Android,Google,USA
302,2026-03-16,Casual,Android,Email,USA
303,2026-03-31,Regular,Android,Google,UK
304,2025-10-26,Casual,iOS,Google,Canada
305,2026-05-09,Regular,Android,Facebook,USA
306,2026-03-12,Casual,Android,Email,USA
307,2026-03-31,Regular,Android,Email,USA
308,2025-07-30,Casual,Desktop,Organic,USA
309,2026-03-18,Casual,Android,Google,India
310,2025-09-05,Casual,iOS,Google,UK
311,2025-07-11,Casual,Desktop,Email,India
312,2026-05-10,Casual,Android,Google,Australia
313,2025-12-28,Casual,Desktop,Google,Australia
314,2025-07-22,Casual,Android,Facebook,Australia
315,2025-11-19,Regular,Desktop,Google,India
316,2025-10-02,Casual,Android,Email,UK
317,2026-03-26,Regular,iOS,Organic,Australia
318,2026-01-01,Regular,Android,Email,USA
319,2026-04-09,Casual,Android,Facebook,Australia
320,2026-01-21,Casual,Android,Organic,Canada
321,2026-03-24,Casual,iOS,Google,USA
322,2026-04-03,Casual,Android,Google,USA
323,2025-06-19,Regular,Android,Facebook,USA
324,2025-07-29,Casual,iOS,Email,Australia
325,2025-11-21,Regular,Android,Google,USA
326,2026-01-28,Casual,iOS,Google,Canada
327,2025-10-09,Casual,iOS,Google,India
328,2026-03-28,Regular,Android,Google,Canada
329,2025-11-12,Regular,Android,Organic,UK
330,2025-11-19,Casual,Android,Organic,USA
331,2026-01-10,Regular,iOS,Google,Canada
332,2026-05-24,Casual,Android,Google,Australia
333,2026-05-05,Power,Android,Email,UK
334,2026-01-16,Casual,Android,Facebook,Canada
335,2025-08-09,Regular,iOS,Organic,USA
336,2025-12-14,Regular,iOS,Organic,Australia
337,2025-10-13,Casual,Android,Google,USA
338,2025-06-21,Power,Desktop,Google,UK
339,2025-06-04,Regular,Desktop,Google,Canada
340,2025-11-14,Casual,Desktop,Google,USA
341,2025-08-23,Regular,Android,Email,UK
342,2025-10-17,Power,Desktop,Facebook,Australia
343,2025-08-03,Regular,Desktop,Google,Canada
344,2025-06-06,Regular,Android,Facebook,Canada
345,2025-08-02,Casual,Android,Google,UK
346,2025-08-20,Regular,Android,Organic,Canada
347,2025-12-19,Casual,Android,Facebook,Australia
348,2026-04-16,Regular,Android,Organic,Australia
349,2026-02-24,Regular,iOS,Google,Canada
350,2025-10-17,Casual,Desktop,Google,USA
351,2025-12-25,Regular,Android,Email,USA
352,2025-06-28,Regular,Desktop,Google,Australia
353,2026-05-28,Regular,Android,Facebook,USA
354,2026-02-11,Regular,Desktop,Email,UK
355,2025-09-05,Regular,Android,Facebook,India
356,2026-02-24,Regular,Android,Google,Canada
357,2026-02-21,Casual,Android,Google,UK
358,2025-12-06,Casual,Android,Google,Australia
359,2025-10-31,Power,Android,Google,India
360,2025-11-27,Regular,Android,Email,Australia
361,2025-08-07,Regular,Android,Facebook,India
362,2025-09-23,Regular,Desktop,Facebook,UK
363,2025-12-27,Regular,Android,Email,India
364,2026-01-20,Casual,Desktop,Organic,USA
365,2025-08-19,Regular,Android,Google,UK
366,2025-09-25,Casual,Android,Google,Canada
367,2025-06-25,Regular,Android,Google,Australia
368,2025-08-21,Power,Desktop,Email,USA
369,2025-07-29,Power,Android,Google,Canada
370,2025-08-30,Regular,iOS,Google,India
371,2025-11-20,Regular,Android,Google,USA
372,2026-01-13,Casual,iOS,Facebook,Canada
373,2026-05-19,Casual,Desktop,Google,UK
374,2026-03-01,Casual,Desktop,Email,India
375,2026-04-01,Regular,Desktop,Organic,Canada
376,2026-04-20,Casual,Android,Facebook,India
377,2025-07-04,Casual,Android,Organic,Canada
378,2026-02-02,Casual,Android,Google,Australia
379,2025-08-14,Regular,Android,Email,UK
380,2025-11-08,Casual,Android,Facebook,USA
381,2025-09-01,Regular,Android,Organic,Canada
382,2025-08-29,Casual,Android,Email,India
383,2025-10-12,Regular,iOS,Email,UK
384,2025-08-23,Regular,iOS,Organic,USA
385,2026-01-14,Regular,iOS,Organic,India
386,2025-11-15,Regular,Android,Email,UK
387,2025-08-31,Regular,Android,Organic,India
388,2025-11-05,Casual,Android,Organic,UK
389,2025-12-27,Casual,Desktop,Organic,USA
390,2026-02-01,Casual,Android,Google,USA
391,2026-01-24,Regular,Desktop,Organic,India
392,2026-03-31,Casual,iOS,Facebook,UK
393,2025-12-18,Regular,Android,Organic,Canada
394,2026-02-24,Casual,Desktop,Google,USA
395,2026-05-22,Regular,Desktop,Google,Canada
396,2026-05-08,Power,iOS,Google,Canada
397,2025-10-11,Casual,iOS,Google,Australia
398,2026-04-28,Casual,Android,Organic,India
399,2026-02-03,Casual,Desktop,Email,India
400,2025-12-21,Power,iOS,Google,India
401,2025-07-29,Regular,Android,Google,UK
402,2026-05-21,Casual,Android,Organic,USA
403,2025-08-11,Regular,Android,Google,USA
404,2026-05-21,Power,Android,Facebook,Australia
405,2025-09-09,Casual,iOS,Organic,Australia
406,2025-08-05,Casual,Android,Organic,Australia
407,2025-11-02,Regular,Android,Email,Canada
408,2025-07-19,Casual,Android,Email,India
409,2025-09-20,Casual,iOS,Google,UK
410,2026-03-15,Casual,Desktop,Facebook,USA
411,2026-05-26,Regular,Android,Google,UK
412,2025-08-27,Casual,iOS,Google,India
413,2025-06-28,Regular,Android,Email,India
414,2026-03-09,Casual,Desktop,Organic,USA
415,2025-06-16,Regular,Desktop,Organic,Canada
416,2025-08-11,Regular,Android,Google,Australia
417,2025-09-14,Power,iOS,Organic,Canada
418,2025-09-22,Casual,Android,Google,India
419,2025-07-04,Regular,Android,Google,India
420,2026-01-31,Casual,Android,Facebook,Canada
421,2026-01-01,Casual,iOS,Google,Australia
422,2025-12-22,Casual,Android,Google,Australia
423,2026-05-05,Casual,Android,Organic,India
424,2026-03-22,Casual,iOS,Email,Australia
425,2026-04-26,Regular,Android,Facebook,Australia
426,2026-04-26,Casual,Android,Email,USA
427,2025-06-11,Casual,Android,Organic,USA
428,2025-10-10,Regular,iOS,Google,UK
429,2025-08-17,Casual,Android,Google,Canada
430,2026-01-22,Casual,Android,Google,India
431,2025-11-28,Casual,Android,Facebook,Australia
432,2025-08-07,Regular,Desktop,Google,UK
433,2026-03-10,Casual,Android,Organic,USA
434,2025-08-03,Regular,Android,Email,Australia
435,2026-03-18,Casual,Android,Organic,Canada
436,2025-10-20,Regular,iOS,Organic,USA
437,2025-11-19,Casual,Desktop,Google,India
438,2025-12-22,Regular,Android,Organic,Australia
439,2026-02-09,Casual,iOS,Facebook,UK
440,2025-12-13,Regular,Android,Google,India
441,2025-07-18,Casual,Android,Email,Australia
442,2026-02-03,Casual,Desktop,Google,Australia
443,2026-05-30,Casual,iOS,Organic,Australia
444,2026-04-02,Casual,iOS,Organic,Australia
445,2025-12-09,Casual,Desktop,Email,Australia
446,2025-11-12,Regular,Android,Organic,India
447,2025-11-08,Casual,Android,Google,Canada
448,2025-08-29,Casual,Desktop,Organic,Canada
449,2026-02-12,Regular,Android,Google,India
450,2026-05-16,Casual,Desktop,Google,Canada
451,2025-10-07,Regular,iOS,Facebook,UK
452,2026-01-26,Regular,Android,Email,UK
453,2026-02-12,Power,Android,Google,India
454,2026-03-21,Casual,Desktop,Google,UK
455,2026-03-14,Regular,iOS,Organic,India
456,2026-03-11,Casual,iOS,Email,UK
457,2025-07-15,Casual,Android,Email,USA
458,2026-01-05,Casual,Desktop,Facebook,India
459,2025-11-18,Casual,Desktop,Facebook,Australia
460,2026-03-06,Casual,Android,Facebook,UK
461,2025-11-18,Casual,Android,Email,USA
462,2025-08-11,Casual,iOS,Google,India
463,2026-02-17,Regular,Android,Email,UK
464,2026-03-11,Casual,Android,Google,Australia
465,2025-11-30,Casual,Android,Google,UK
466,2025-06-29,Regular,Android,Google,USA
467,2025-11-23,Regular,iOS,Google,Canada
468,2026-05-17,Casual,Android,Organic,Canada
469,2025-10-01,Regular,Android,Organic,USA
470,2026-03-10,Regular,iOS,Email,USA
471,2025-07-25,Casual,Android,Google,India
472,2026-02-21,Casual,Android,Email,Canada
473,2025-07-26,Casual,Android,Facebook,India
474,2025-10-11,Power,Android,Facebook,UK
475,2026-01-02,Casual,Android,Email,USA
476,2025-07-23,Power,Android,Email,India
477,2025-10-19,Regular,Desktop,Facebook,USA
478,2025-09-21,Casual,Android,Organic,India
479,2025-12-27,Casual,Android,Google,UK
480,2025-12-26,Regular,Android,Organic,UK
481,2025-12-24,Power,Android,Organic,Australia
482,2025-10-25,Casual,Desktop,Google,Canada
483,2026-02-26,Regular,Desktop,Email,Australia
484,2026-03-23,Regular,Android,Organic,Canada
485,2025-12-07,Regular,iOS,Google,UK
486,2025-07-08,Power,iOS,Organic,India
487,2025-07-08,Casual,iOS,Google,USA
488,2026-05-14,Regular,Android,Organic,UK
489,2026-02-10,Power,Android,Email,UK
490,2025-09-25,Casual,Desktop,Organic,India
491,2026-02-09,Casual,iOS,Email,UK
492,2026-01-21,Casual,Android,Organic,UK
493,2025-12-09,Regular,iOS,Organic,India
494,2025-07-25,Casual,Desktop,Google,UK
495,2026-03-28,Casual,Android,Google,Canada
496,2025-11-29,Casual,Android,Organic,Canada
497,2026-02-08,Casual,Android,Google,Canada
498,2025-08-01,Casual,Android,Google,Canada
499,2025-07-25,Regular,iOS,Organic,UK
500,2026-01-04,Casual,Android,Email,USA
501,2026-04-22,Casual,Android,Google,Canada
502,2025-08-26,Casual,Android,Google,Canada
503,2025-11-05,Casual,Android,Organic,UK
504,2025-08-31,Regular,Desktop,Organic,Australia
505,2026-04-05,Power,Android,Google,UK
506,2025-08-24,Casual,iOS,Email,India
507,2026-04-07,Casual,Desktop,Google,Canada
508,2025-06-14,Power,Android,Google,India
509,2025-12-30,Casual,Android,Google,Canada
510,2025-06-03,Casual,Desktop,Facebook,Australia
511,2026-05-21,Casual,iOS,Organic,USA
512,2026-02-16,Casual,Android,Google,Australia
513,2025-08-22,Casual,iOS,Google,UK
514,2025-08-22,Casual,iOS,Google,UK
515,2025-09-07,Casual,Android,Email,India
516,2025-08-02,Casual,Desktop,Facebook,India
517,2025-08-28,Casual,iOS,Email,UK
518,2025-09-11,Regular,Desktop,Email,UK
519,2025-11-02,Casual,Android,Organic,UK
520,2026-02-24,Casual,Desktop,Email,Canada
521,2025-06-25,Casual,Android,Organic,Australia
522,2025-09-23,Casual,Desktop,Facebook,Canada
523,2025-11-13,Regular,Android,Organic,USA
524,2025-12-05,Casual,iOS,Google,Canada
525,2026-02-14,Regular,Desktop,Google,UK
526,2026-01-31,Casual,Android,Organic,Canada
527,2026-01-26,Regular,Android,Google,India
528,2025-07-22,Casual,iOS,Facebook,UK
529,2026-03-04,Power,Android,Organic,Australia
530,2025-11-21,Casual,Android,Organic,Canada
531,2025-10-15,Regular,Desktop,Google,UK
532,2025-06-27,Casual,iOS,Facebook,India
533,2025-07-26,Casual,Android,Google,India
534,2026-01-04,Regular,Android,Google,Canada
535,2025-10-15,Casual,Android,Google,UK
536,2025-09-04,Casual,Android,Organic,Australia
537,2026-02-09,Casual,Android,Email,USA
538,2025-07-14,Regular,Android,Google,India
539,2025-12-16,Casual,iOS,Email,USA
540,2025-08-30,Regular,iOS,Organic,Australia
541,2025-10-20,Casual,Android,Facebook,Canada
542,2026-04-15,Power,Android,Organic,India
543,2026-02-16,Casual,Android,Google,USA
544,2025-12-23,Casual,iOS,Google,India
545,2026-01-27,Regular,iOS,Email,USA
546,2025-06-30,Casual,Android,Google,UK
547,2025-06-30,Power,Desktop,Facebook,UK
548,2026-01-24,Regular,Android,Organic,Canada
549,2025-11-30,Casual,iOS,Google,Australia
550,2026-03-14,Regular,iOS,Organic,India
551,2025-09-07,Casual,Android,Google,Australia
552,2025-06-15,Casual,Android,Email,USA
553,2025-07-06,Casual,Android,Google,Canada
554,2026-05-08,Casual,iOS,Facebook,UK
555,2025-09-08,Power,Android,Email,UK
556,2025-10-25,Regular,Android,Email,Canada
557,2026-04-12,Casual,Desktop,Google,India
558,2025-11-18,Regular,Desktop,Organic,Australia
559,2025-10-11,Regular,Android,Google,USA
560,2025-10-20,Casual,Android,Organic,Australia
561,2025-11-17,Casual,Desktop,Organic,UK
562,2025-11-03,Regular,Android,Email,Canada
563,2025-10-15,Power,Android,Organic,UK
564,2025-08-06,Regular,Android,Facebook,UK
565,2025-09-23,Casual,Android,Google,USA
566,2025-12-01,Casual,Android,Google,India
567,2026-05-14,Power,Android,Email,India
568,2025-09-26,Casual,Android,Facebook,USA
569,2026-02-17,Casual,Android,Organic,Canada
570,2026-02-11,Casual,iOS,Organic,Australia
571,2025-12-09,Casual,Android,Organic,Canada
572,2025-08-05,Casual,Android,Email,Australia
573,2026-01-05,Casual,iOS,Email,India
574,2025-12-24,Casual,Android,Google,UK
575,2026-02-09,Casual,Android,Organic,UK
576,2025-12-29,Casual,Android,Email,Canada
577,2025-07-07,Regular,iOS,Google,USA
578,2025-12-21,Regular,Android,Facebook,Australia
579,2025-08-25,Casual,Desktop,Facebook,UK
580,2025-07-29,Casual,Android,Facebook,Canada
581,2025-12-07,Regular,iOS,Organic,USA
582,2026-01-21,Casual,Android,Facebook,India
583,2026-02-20,Casual,Android,Organic,USA
584,2025-06-13,Casual,Android,Google,India
585,2025-11-08,Casual,Android,Email,Canada
586,2025-06-05,Regular,Desktop,Facebook,USA
587,2025-11-05,Casual,Android,Facebook,Canada
588,2026-02-27,Regular,Android,Facebook,India
589,2025-06-25,Casual,Android,Organic,UK
590,2026-02-16,Casual,Android,Google,UK
591,2026-02-04,Casual,iOS,Email,India
592,2025-09-24,Power,iOS,Google,Australia
593,2026-03-03,Regular,Android,Google,Australia
594,2025-09-09,Regular,Android,Email,UK
595,2025-12-11,Casual,iOS,Organic,UK
596,2026-04-17,Regular,iOS,Organic,USA
597,2026-02-25,Casual,Android,Google,USA
598,2026-03-11,Regular,Android,Organic,UK
